año,token_principal,ngrama,freq_conjunta
2018,sólo,digital,14
2018,sólo,educación,14
2022,sólo,sino,34
2022,sólo,innovación,24
2022,sólo,tecnología,18
2022,sólo,digital,14
2022,sólo,educación,14
2023,sólo,sino,17
2023,sólo,innovación,12
2023,sólo,tecnología,9
2023,sólo,digital,7
2023,sólo,educación,7
2024,sólo,sino,17
2024,sólo,innovación,12
2024,sólo,tecnología,9
2024,sólo,digital,7
2024,sólo,educación,7
2025,sólo,sino,17
2025,sólo,innovación,12
2025,sólo,tecnología,9
2025,sólo,digital,7
2025,sólo,educación,7
2000,tal,desarrollo,7
2000,tal,ello,4
2000,tal,detalle,3
2000,tal,enfrentar,3
2000,tal,hablo,3
2006,tal,desarrollo,7
2006,tal,ello,4
2006,tal,detalle,3
2006,tal,enfrentar,3
2006,tal,hablo,3
2007,tal,desarrollo,14
2007,tal,ello,8
2007,tal,detalle,6
2007,tal,enfrentar,6
2007,tal,hablo,6
2008,tal,desarrollo,7
2008,tal,ello,4
2008,tal,detalle,3
2008,tal,enfrentar,3
2008,tal,hablo,3
2010,tal,desarrollo,7
2010,tal,ello,4
2010,tal,detalle,3
2010,tal,enfrentar,3
2010,tal,hablo,3
2017,tal,desarrollo,7
2017,tal,ello,4
2017,tal,detalle,3
2017,tal,enfrentar,3
2017,tal,hablo,3
2018,tal,desarrollo,14
2018,tal,ello,8
2018,tal,detalle,6
2018,tal,enfrentar,6
2018,tal,hablo,6
2000,tan,vamos,13
2000,tan,mundo,7
2000,tan,calidad,6
2000,tan,digital,6
2000,tan,ley,6
2007,tan,vamos,13
2007,tan,mundo,7
2007,tan,calidad,6
2007,tan,digital,6
2007,tan,ley,6
2013,tan,vamos,26
2013,tan,mundo,14
2013,tan,calidad,12
2013,tan,digital,12
2013,tan,ley,12
2016,tan,vamos,13
2016,tan,mundo,7
2016,tan,calidad,6
2016,tan,digital,6
2016,tan,ley,6
2018,tan,vamos,26
2018,tan,mundo,14
2018,tan,calidad,12
2018,tan,digital,12
2018,tan,ley,12
2019,tan,vamos,13
2019,tan,mundo,7
2019,tan,calidad,6
2019,tan,digital,6
2019,tan,ley,6
2020,tan,vamos,26
2020,tan,mundo,14
2020,tan,calidad,12
2020,tan,digital,12
2020,tan,ley,12
2021,tan,vamos,26
2021,tan,mundo,14
2021,tan,calidad,12
2021,tan,digital,12
2021,tan,ley,12
2023,tan,vamos,13
2023,tan,mundo,7
2023,tan,calidad,6
2023,tan,digital,6
2023,tan,ley,6
2000,tarea,innovación,8
2000,tarea,digital,5
2000,tarea,ley,5
2000,tarea,además,4
2000,tarea,ciudadanos,4
2006,tarea,innovación,16
2006,tarea,digital,10
2006,tarea,ley,10
2006,tarea,además,8
2006,tarea,ciudadanos,8
2012,tarea,innovación,8
2012,tarea,digital,5
2012,tarea,ley,5
2012,tarea,además,4
2012,tarea,ciudadanos,4
2018,tarea,innovación,8
2018,tarea,digital,5
2018,tarea,ley,5
2018,tarea,además,4
2018,tarea,ciudadanos,4
2022,tarea,innovación,8
2022,tarea,digital,5
2022,tarea,ley,5
2022,tarea,además,4
2022,tarea,ciudadanos,4
2023,tarea,innovación,8
2023,tarea,digital,5
2023,tarea,ley,5
2023,tarea,además,4
2023,tarea,ciudadanos,4
2000,tecnología,ciencia,329
2000,tecnología,conocimiento,154
2000,tecnología,innovación,147
2000,tecnología,mundo,119
2000,tecnología,materia,112
2001,tecnología,ciencia,47
2001,tecnología,conocimiento,22
2001,tecnología,innovación,21
2001,tecnología,mundo,17
2001,tecnología,materia,16
2002,tecnología,ciencia,94
2002,tecnología,conocimiento,44
2002,tecnología,innovación,42
2002,tecnología,mundo,34
2002,tecnología,materia,32
2003,tecnología,ciencia,47
2003,tecnología,conocimiento,22
2003,tecnología,innovación,21
2003,tecnología,mundo,17
2003,tecnología,materia,16
2004,tecnología,ciencia,141
2004,tecnología,conocimiento,66
2004,tecnología,innovación,63
2004,tecnología,mundo,51
2004,tecnología,materia,48
2005,tecnología,ciencia,47
2005,tecnología,conocimiento,22
2005,tecnología,innovación,21
2005,tecnología,mundo,17
2005,tecnología,materia,16
2006,tecnología,ciencia,47
2006,tecnología,conocimiento,22
2006,tecnología,innovación,21
2006,tecnología,mundo,17
2006,tecnología,materia,16
2008,tecnología,ciencia,94
2008,tecnología,conocimiento,44
2008,tecnología,innovación,42
2008,tecnología,mundo,34
2008,tecnología,materia,32
2009,tecnología,ciencia,94
2009,tecnología,conocimiento,44
2009,tecnología,innovación,42
2009,tecnología,mundo,34
2009,tecnología,materia,32
2010,tecnología,ciencia,329
2010,tecnología,conocimiento,154
2010,tecnología,innovación,147
2010,tecnología,mundo,119
2010,tecnología,materia,112
2011,tecnología,ciencia,141
2011,tecnología,conocimiento,66
2011,tecnología,innovación,63
2011,tecnología,mundo,51
2011,tecnología,materia,48
2012,tecnología,ciencia,141
2012,tecnología,conocimiento,66
2012,tecnología,innovación,63
2012,tecnología,mundo,51
2012,tecnología,materia,48
2013,tecnología,ciencia,94
2013,tecnología,conocimiento,44
2013,tecnología,innovación,42
2013,tecnología,mundo,34
2013,tecnología,materia,32
2015,tecnología,ciencia,141
2015,tecnología,conocimiento,66
2015,tecnología,innovación,63
2015,tecnología,mundo,51
2015,tecnología,materia,48
2016,tecnología,ciencia,94
2016,tecnología,conocimiento,44
2016,tecnología,innovación,42
2016,tecnología,mundo,34
2016,tecnología,materia,32
2017,tecnología,ciencia,282
2017,tecnología,conocimiento,132
2017,tecnología,innovación,126
2017,tecnología,mundo,102
2017,tecnología,materia,96
2018,tecnología,ciencia,188
2018,tecnología,conocimiento,88
2018,tecnología,innovación,84
2018,tecnología,mundo,68
2018,tecnología,materia,64
2019,tecnología,ciencia,235
2019,tecnología,conocimiento,110
2019,tecnología,innovación,105
2019,tecnología,mundo,85
2019,tecnología,materia,80
2020,tecnología,ciencia,376
2020,tecnología,conocimiento,176
2020,tecnología,innovación,168
2020,tecnología,mundo,136
2020,tecnología,materia,128
2021,tecnología,ciencia,94
2021,tecnología,conocimiento,44
2021,tecnología,innovación,42
2021,tecnología,mundo,34
2021,tecnología,materia,32
2022,tecnología,ciencia,141
2022,tecnología,conocimiento,66
2022,tecnología,innovación,63
2022,tecnología,mundo,51
2022,tecnología,materia,48
2023,tecnología,ciencia,470
2023,tecnología,conocimiento,220
2023,tecnología,innovación,210
2023,tecnología,mundo,170
2023,tecnología,materia,160
2024,tecnología,ciencia,282
2024,tecnología,conocimiento,132
2024,tecnología,innovación,126
2024,tecnología,mundo,102
2024,tecnología,materia,96
2025,tecnología,ciencia,188
2025,tecnología,conocimiento,88
2025,tecnología,innovación,84
2025,tecnología,mundo,68
2025,tecnología,materia,64
1996,tecnologías,nuevas,31
1996,tecnologías,información,17
1996,tecnologías,digital,14
1996,tecnologías,mundo,13
1996,tecnologías,internet,12
2000,tecnologías,nuevas,155
2000,tecnologías,información,85
2000,tecnologías,digital,70
2000,tecnologías,mundo,65
2000,tecnologías,internet,60
2001,tecnologías,nuevas,62
2001,tecnologías,información,34
2001,tecnologías,digital,28
2001,tecnologías,mundo,26
2001,tecnologías,internet,24
2002,tecnologías,nuevas,31
2002,tecnologías,información,17
2002,tecnologías,digital,14
2002,tecnologías,mundo,13
2002,tecnologías,internet,12
2003,tecnologías,nuevas,93
2003,tecnologías,información,51
2003,tecnologías,digital,42
2003,tecnologías,mundo,39
2003,tecnologías,internet,36
2004,tecnologías,nuevas,93
2004,tecnologías,información,51
2004,tecnologías,digital,42
2004,tecnologías,mundo,39
2004,tecnologías,internet,36
2006,tecnologías,nuevas,62
2006,tecnologías,información,34
2006,tecnologías,digital,28
2006,tecnologías,mundo,26
2006,tecnologías,internet,24
2007,tecnologías,nuevas,62
2007,tecnologías,información,34
2007,tecnologías,digital,28
2007,tecnologías,mundo,26
2007,tecnologías,internet,24
2008,tecnologías,nuevas,62
2008,tecnologías,información,34
2008,tecnologías,digital,28
2008,tecnologías,mundo,26
2008,tecnologías,internet,24
2009,tecnologías,nuevas,62
2009,tecnologías,información,34
2009,tecnologías,digital,28
2009,tecnologías,mundo,26
2009,tecnologías,internet,24
2010,tecnologías,nuevas,124
2010,tecnologías,información,68
2010,tecnologías,digital,56
2010,tecnologías,mundo,52
2010,tecnologías,internet,48
2011,tecnologías,nuevas,155
2011,tecnologías,información,85
2011,tecnologías,digital,70
2011,tecnologías,mundo,65
2011,tecnologías,internet,60
2012,tecnologías,nuevas,31
2012,tecnologías,información,17
2012,tecnologías,digital,14
2012,tecnologías,mundo,13
2012,tecnologías,internet,12
2014,tecnologías,nuevas,93
2014,tecnologías,información,51
2014,tecnologías,digital,42
2014,tecnologías,mundo,39
2014,tecnologías,internet,36
2015,tecnologías,nuevas,31
2015,tecnologías,información,17
2015,tecnologías,digital,14
2015,tecnologías,mundo,13
2015,tecnologías,internet,12
2016,tecnologías,nuevas,31
2016,tecnologías,información,17
2016,tecnologías,digital,14
2016,tecnologías,mundo,13
2016,tecnologías,internet,12
2017,tecnologías,nuevas,31
2017,tecnologías,información,17
2017,tecnologías,digital,14
2017,tecnologías,mundo,13
2017,tecnologías,internet,12
2018,tecnologías,nuevas,124
2018,tecnologías,información,68
2018,tecnologías,digital,56
2018,tecnologías,mundo,52
2018,tecnologías,internet,48
2019,tecnologías,nuevas,124
2019,tecnologías,información,68
2019,tecnologías,digital,56
2019,tecnologías,mundo,52
2019,tecnologías,internet,48
2020,tecnologías,nuevas,93
2020,tecnologías,información,51
2020,tecnologías,digital,42
2020,tecnologías,mundo,39
2020,tecnologías,internet,36
2021,tecnologías,nuevas,62
2021,tecnologías,información,34
2021,tecnologías,digital,28
2021,tecnologías,mundo,26
2021,tecnologías,internet,24
2022,tecnologías,nuevas,31
2022,tecnologías,información,17
2022,tecnologías,digital,14
2022,tecnologías,mundo,13
2022,tecnologías,internet,12
2024,tecnologías,nuevas,62
2024,tecnologías,información,34
2024,tecnologías,digital,28
2024,tecnologías,mundo,26
2024,tecnologías,internet,24
2025,tecnologías,nuevas,93
2025,tecnologías,información,51
2025,tecnologías,digital,42
2025,tecnologías,mundo,39
2025,tecnologías,internet,36
1996,tecnológica,revolución,88
1996,tecnológica,enfrentar,36
1996,tecnológica,países,28
1996,tecnológica,conocimiento,24
1996,tecnológica,desarrollo,24
2000,tecnológica,revolución,88
2000,tecnológica,enfrentar,36
2000,tecnológica,países,28
2000,tecnológica,conocimiento,24
2000,tecnológica,desarrollo,24
2001,tecnológica,revolución,22
2001,tecnológica,enfrentar,9
2001,tecnológica,países,7
2001,tecnológica,conocimiento,6
2001,tecnológica,desarrollo,6
2002,tecnológica,revolución,22
2002,tecnológica,enfrentar,9
2002,tecnológica,países,7
2002,tecnológica,conocimiento,6
2002,tecnológica,desarrollo,6
2004,tecnológica,revolución,44
2004,tecnológica,enfrentar,18
2004,tecnológica,países,14
2004,tecnológica,conocimiento,12
2004,tecnológica,desarrollo,12
2008,tecnológica,revolución,22
2008,tecnológica,enfrentar,9
2008,tecnológica,países,7
2008,tecnológica,conocimiento,6
2008,tecnológica,desarrollo,6
2012,tecnológica,revolución,22
2012,tecnológica,enfrentar,9
2012,tecnológica,países,7
2012,tecnológica,conocimiento,6
2012,tecnológica,desarrollo,6
2014,tecnológica,revolución,22
2014,tecnológica,enfrentar,9
2014,tecnológica,países,7
2014,tecnológica,conocimiento,6
2014,tecnológica,desarrollo,6
2015,tecnológica,revolución,22
2015,tecnológica,enfrentar,9
2015,tecnológica,países,7
2015,tecnológica,conocimiento,6
2015,tecnológica,desarrollo,6
2018,tecnológica,revolución,132
2018,tecnológica,enfrentar,54
2018,tecnológica,países,42
2018,tecnológica,conocimiento,36
2018,tecnológica,desarrollo,36
2019,tecnológica,revolución,66
2019,tecnológica,enfrentar,27
2019,tecnológica,países,21
2019,tecnológica,conocimiento,18
2019,tecnológica,desarrollo,18
2020,tecnológica,revolución,44
2020,tecnológica,enfrentar,18
2020,tecnológica,países,14
2020,tecnológica,conocimiento,12
2020,tecnológica,desarrollo,12
2022,tecnológica,revolución,22
2022,tecnológica,enfrentar,9
2022,tecnológica,países,7
2022,tecnológica,conocimiento,6
2022,tecnológica,desarrollo,6
2023,tecnológica,revolución,22
2023,tecnológica,enfrentar,9
2023,tecnológica,países,7
2023,tecnológica,conocimiento,6
2023,tecnológica,desarrollo,6
2024,tecnológica,revolución,22
2024,tecnológica,enfrentar,9
2024,tecnológica,países,7
2024,tecnológica,conocimiento,6
2024,tecnológica,desarrollo,6
2025,tecnológica,revolución,22
2025,tecnológica,enfrentar,9
2025,tecnológica,países,7
2025,tecnológica,conocimiento,6
2025,tecnológica,desarrollo,6
1996,tecnológico,desarrollo,10
1996,tecnológico,educación,5
1996,tecnológico,aquí,4
1996,tecnológico,científico,4
1996,tecnológico,además,3
1997,tecnológico,desarrollo,10
1997,tecnológico,educación,5
1997,tecnológico,aquí,4
1997,tecnológico,científico,4
1997,tecnológico,además,3
2000,tecnológico,desarrollo,10
2000,tecnológico,educación,5
2000,tecnológico,aquí,4
2000,tecnológico,científico,4
2000,tecnológico,además,3
2001,tecnológico,desarrollo,20
2001,tecnológico,educación,10
2001,tecnológico,aquí,8
2001,tecnológico,científico,8
2001,tecnológico,además,6
2007,tecnológico,desarrollo,10
2007,tecnológico,educación,5
2007,tecnológico,aquí,4
2007,tecnológico,científico,4
2007,tecnológico,además,3
2008,tecnológico,desarrollo,40
2008,tecnológico,educación,20
2008,tecnológico,aquí,16
2008,tecnológico,científico,16
2008,tecnológico,además,12
2014,tecnológico,desarrollo,10
2014,tecnológico,educación,5
2014,tecnológico,aquí,4
2014,tecnológico,científico,4
2014,tecnológico,además,3
2016,tecnológico,desarrollo,10
2016,tecnológico,educación,5
2016,tecnológico,aquí,4
2016,tecnológico,científico,4
2016,tecnológico,además,3
2019,tecnológico,desarrollo,10
2019,tecnológico,educación,5
2019,tecnológico,aquí,4
2019,tecnológico,científico,4
2019,tecnológico,además,3
2022,tecnológico,desarrollo,10
2022,tecnológico,educación,5
2022,tecnológico,aquí,4
2022,tecnológico,científico,4
2022,tecnológico,además,3
2024,tecnológico,desarrollo,10
2024,tecnológico,educación,5
2024,tecnológico,aquí,4
2024,tecnológico,científico,4
2024,tecnológico,además,3
2025,tecnológico,desarrollo,10
2025,tecnológico,educación,5
2025,tecnológico,aquí,4
2025,tecnológico,científico,4
2025,tecnológico,además,3
2005,tecnológicos,energía,4
2005,tecnológicos,interior,2
2005,tecnológicos,investigación,2
2005,tecnológicos,mundo,2
2005,tecnológicos,necesitamos,2
2007,tecnológicos,energía,4
2007,tecnológicos,interior,2
2007,tecnológicos,investigación,2
2007,tecnológicos,mundo,2
2007,tecnológicos,necesitamos,2
2008,tecnológicos,energía,4
2008,tecnológicos,interior,2
2008,tecnológicos,investigación,2
2008,tecnológicos,mundo,2
2008,tecnológicos,necesitamos,2
2012,tecnológicos,energía,4
2012,tecnológicos,interior,2
2012,tecnológicos,investigación,2
2012,tecnológicos,mundo,2
2012,tecnológicos,necesitamos,2
2017,tecnológicos,energía,4
2017,tecnológicos,interior,2
2017,tecnológicos,investigación,2
2017,tecnológicos,mundo,2
2017,tecnológicos,necesitamos,2
2021,tecnológicos,energía,4
2021,tecnológicos,interior,2
2021,tecnológicos,investigación,2
2021,tecnológicos,mundo,2
2021,tecnológicos,necesitamos,2
2023,tecnológicos,energía,4
2023,tecnológicos,interior,2
2023,tecnológicos,investigación,2
2023,tecnológicos,mundo,2
2023,tecnológicos,necesitamos,2
2005,telecomunicaciones,internet,6
2005,telecomunicaciones,materia,5
2005,telecomunicaciones,ancha,4
2005,telecomunicaciones,banda,4
2005,telecomunicaciones,manera,4
2006,telecomunicaciones,internet,6
2006,telecomunicaciones,materia,5
2006,telecomunicaciones,ancha,4
2006,telecomunicaciones,banda,4
2006,telecomunicaciones,manera,4
2008,telecomunicaciones,internet,6
2008,telecomunicaciones,materia,5
2008,telecomunicaciones,ancha,4
2008,telecomunicaciones,banda,4
2008,telecomunicaciones,manera,4
2009,telecomunicaciones,internet,6
2009,telecomunicaciones,materia,5
2009,telecomunicaciones,ancha,4
2009,telecomunicaciones,banda,4
2009,telecomunicaciones,manera,4
2010,telecomunicaciones,internet,6
2010,telecomunicaciones,materia,5
2010,telecomunicaciones,ancha,4
2010,telecomunicaciones,banda,4
2010,telecomunicaciones,manera,4
2011,telecomunicaciones,internet,12
2011,telecomunicaciones,materia,10
2011,telecomunicaciones,ancha,8
2011,telecomunicaciones,banda,8
2011,telecomunicaciones,manera,8
2012,telecomunicaciones,internet,18
2012,telecomunicaciones,materia,15
2012,telecomunicaciones,ancha,12
2012,telecomunicaciones,banda,12
2012,telecomunicaciones,manera,12
2014,telecomunicaciones,internet,6
2014,telecomunicaciones,materia,5
2014,telecomunicaciones,ancha,4
2014,telecomunicaciones,banda,4
2014,telecomunicaciones,manera,4
2025,telecomunicaciones,internet,6
2025,telecomunicaciones,materia,5
2025,telecomunicaciones,ancha,4
2025,telecomunicaciones,banda,4
2025,telecomunicaciones,manera,4
1996,telefonía,internet,3
1996,telefonía,proyecto,3
1996,telefonía,rurales,3
1996,telefonía,través,3
1996,telefonía,alrededor,2
2008,telefonía,internet,9
2008,telefonía,proyecto,9
2008,telefonía,rurales,9
2008,telefonía,través,9
2008,telefonía,alrededor,6
2010,telefonía,internet,3
2010,telefonía,proyecto,3
2010,telefonía,rurales,3
2010,telefonía,través,3
2010,telefonía,alrededor,2
2011,telefonía,internet,3
2011,telefonía,proyecto,3
2011,telefonía,rurales,3
2011,telefonía,través,3
2011,telefonía,alrededor,2
2012,telefonía,internet,3
2012,telefonía,proyecto,3
2012,telefonía,rurales,3
2012,telefonía,través,3
2012,telefonía,alrededor,2
2014,telemedicina,servicios,3
2014,telemedicina,tecnologías,3
2014,telemedicina,través,3
2014,telemedicina,van,3
2014,telemedicina,alta,2
2015,telemedicina,servicios,3
2015,telemedicina,tecnologías,3
2015,telemedicina,través,3
2015,telemedicina,van,3
2015,telemedicina,alta,2
2016,telemedicina,servicios,6
2016,telemedicina,tecnologías,6
2016,telemedicina,través,6
2016,telemedicina,van,6
2016,telemedicina,alta,4
2018,telemedicina,servicios,3
2018,telemedicina,tecnologías,3
2018,telemedicina,través,3
2018,telemedicina,van,3
2018,telemedicina,alta,2
2020,telemedicina,servicios,3
2020,telemedicina,tecnologías,3
2020,telemedicina,través,3
2020,telemedicina,van,3
2020,telemedicina,alta,2
2012,televisión,cultural,6
2012,televisión,digital,6
2012,televisión,televisión,6
2012,televisión,gratuita,5
2012,televisión,canal,3
2013,televisión,cultural,12
2013,televisión,digital,12
2013,televisión,televisión,12
2013,televisión,gratuita,10
2013,televisión,canal,6
2015,televisión,cultural,18
2015,televisión,digital,18
2015,televisión,televisión,18
2015,televisión,gratuita,15
2015,televisión,canal,9
2012,teléfonos,vamos,7
2012,teléfonos,acceso,4
2012,teléfonos,además,4
2012,teléfonos,deportistas,4
2012,teléfonos,desarrollo,4
2013,teléfonos,vamos,7
2013,teléfonos,acceso,4
2013,teléfonos,además,4
2013,teléfonos,deportistas,4
2013,teléfonos,desarrollo,4
2014,teléfonos,vamos,7
2014,teléfonos,acceso,4
2014,teléfonos,además,4
2014,teléfonos,deportistas,4
2014,teléfonos,desarrollo,4
2018,teléfonos,vamos,7
2018,teléfonos,acceso,4
2018,teléfonos,además,4
2018,teléfonos,deportistas,4
2018,teléfonos,desarrollo,4
2019,teléfonos,vamos,7
2019,teléfonos,acceso,4
2019,teléfonos,además,4
2019,teléfonos,deportistas,4
2019,teléfonos,desarrollo,4
2010,tercer,buses,8
2010,tercer,través,8
2010,tercer,proyecto,6
2010,tercer,tecnologías,6
2010,tercer,transporte,6
2018,tercer,buses,4
2018,tercer,través,4
2018,tercer,proyecto,3
2018,tercer,tecnologías,3
2018,tercer,transporte,3
2019,tercer,buses,4
2019,tercer,través,4
2019,tercer,proyecto,3
2019,tercer,tecnologías,3
2019,tercer,transporte,3
2021,tercer,buses,4
2021,tercer,través,4
2021,tercer,proyecto,3
2021,tercer,tecnologías,3
2021,tercer,transporte,3
2001,tercero,revolución,3
2001,tercero,biodiversidad,2
2001,tercero,condenas,2
2001,tercero,cosas,2
2001,tercero,cárcel,2
2008,tercero,revolución,3
2008,tercero,biodiversidad,2
2008,tercero,condenas,2
2008,tercero,cosas,2
2008,tercero,cárcel,2
2010,tercero,revolución,3
2010,tercero,biodiversidad,2
2010,tercero,condenas,2
2010,tercero,cosas,2
2010,tercero,cárcel,2
2012,tercero,revolución,3
2012,tercero,biodiversidad,2
2012,tercero,condenas,2
2012,tercero,cosas,2
2012,tercero,cárcel,2
2015,tercero,revolución,3
2015,tercero,biodiversidad,2
2015,tercero,condenas,2
2015,tercero,cosas,2
2015,tercero,cárcel,2
2018,tercero,revolución,3
2018,tercero,biodiversidad,2
2018,tercero,condenas,2
2018,tercero,cosas,2
2018,tercero,cárcel,2
2000,terminar,enfermedades,8
2000,terminar,auge,6
2000,terminar,construir,4
2000,terminar,desarrollo,4
2000,terminar,enfermos,4
2011,terminar,enfermedades,8
2011,terminar,auge,6
2011,terminar,construir,4
2011,terminar,desarrollo,4
2011,terminar,enfermos,4
2013,terminar,enfermedades,16
2013,terminar,auge,12
2013,terminar,construir,8
2013,terminar,desarrollo,8
2013,terminar,enfermos,8
2016,terminar,enfermedades,8
2016,terminar,auge,6
2016,terminar,construir,4
2016,terminar,desarrollo,4
2016,terminar,enfermos,4
2018,terminar,enfermedades,8
2018,terminar,auge,6
2018,terminar,construir,4
2018,terminar,desarrollo,4
2018,terminar,enfermos,4
2000,tiempo,personas,7
2000,tiempo,uso,4
2000,tiempo,costos,3
2000,tiempo,digital,3
2000,tiempo,internet,3
2004,tiempo,personas,7
2004,tiempo,uso,4
2004,tiempo,costos,3
2004,tiempo,digital,3
2004,tiempo,internet,3
2006,tiempo,personas,7
2006,tiempo,uso,4
2006,tiempo,costos,3
2006,tiempo,digital,3
2006,tiempo,internet,3
2008,tiempo,personas,7
2008,tiempo,uso,4
2008,tiempo,costos,3
2008,tiempo,digital,3
2008,tiempo,internet,3
2012,tiempo,personas,14
2012,tiempo,uso,8
2012,tiempo,costos,6
2012,tiempo,digital,6
2012,tiempo,internet,6
2016,tiempo,personas,7
2016,tiempo,uso,4
2016,tiempo,costos,3
2016,tiempo,digital,3
2016,tiempo,internet,3
2017,tiempo,personas,14
2017,tiempo,uso,8
2017,tiempo,costos,6
2017,tiempo,digital,6
2017,tiempo,internet,6
2018,tiempo,personas,7
2018,tiempo,uso,4
2018,tiempo,costos,3
2018,tiempo,digital,3
2018,tiempo,internet,3
2019,tiempo,personas,28
2019,tiempo,uso,16
2019,tiempo,costos,12
2019,tiempo,digital,12
2019,tiempo,internet,12
2023,tiempo,personas,7
2023,tiempo,uso,4
2023,tiempo,costos,3
2023,tiempo,digital,3
2023,tiempo,internet,3
2024,tiempo,personas,7
2024,tiempo,uso,4
2024,tiempo,costos,3
2024,tiempo,digital,3
2024,tiempo,internet,3
2006,tiempos,vamos,12
2006,tiempos,calidad,11
2006,tiempos,fuerzas,11
2006,tiempos,armadas,8
2006,tiempos,mejorar,8
2012,tiempos,vamos,12
2012,tiempos,calidad,11
2012,tiempos,fuerzas,11
2012,tiempos,armadas,8
2012,tiempos,mejorar,8
2013,tiempos,vamos,12
2013,tiempos,calidad,11
2013,tiempos,fuerzas,11
2013,tiempos,armadas,8
2013,tiempos,mejorar,8
2018,tiempos,vamos,36
2018,tiempos,calidad,33
2018,tiempos,fuerzas,33
2018,tiempos,armadas,24
2018,tiempos,mejorar,24
2019,tiempos,vamos,24
2019,tiempos,calidad,22
2019,tiempos,fuerzas,22
2019,tiempos,armadas,16
2019,tiempos,mejorar,16
2020,tiempos,vamos,24
2020,tiempos,calidad,22
2020,tiempos,fuerzas,22
2020,tiempos,armadas,16
2020,tiempos,mejorar,16
2024,tiempos,vamos,12
2024,tiempos,calidad,11
2024,tiempos,fuerzas,11
2024,tiempos,armadas,8
2024,tiempos,mejorar,8
2000,toda,desarrollo,12
2000,toda,además,10
2000,toda,inversión,10
2000,toda,ley,10
2000,toda,sistema,10
2005,toda,desarrollo,6
2005,toda,además,5
2005,toda,inversión,5
2005,toda,ley,5
2005,toda,sistema,5
2007,toda,desarrollo,12
2007,toda,además,10
2007,toda,inversión,10
2007,toda,ley,10
2007,toda,sistema,10
2008,toda,desarrollo,6
2008,toda,además,5
2008,toda,inversión,5
2008,toda,ley,5
2008,toda,sistema,5
2009,toda,desarrollo,6
2009,toda,además,5
2009,toda,inversión,5
2009,toda,ley,5
2009,toda,sistema,5
2014,toda,desarrollo,6
2014,toda,además,5
2014,toda,inversión,5
2014,toda,ley,5
2014,toda,sistema,5
2018,toda,desarrollo,24
2018,toda,además,20
2018,toda,inversión,20
2018,toda,ley,20
2018,toda,sistema,20
2023,toda,desarrollo,24
2023,toda,además,20
2023,toda,inversión,20
2023,toda,ley,20
2023,toda,sistema,20
2024,toda,desarrollo,6
2024,toda,además,5
2024,toda,inversión,5
2024,toda,ley,5
2024,toda,sistema,5
2025,toda,desarrollo,6
2025,toda,además,5
2025,toda,inversión,5
2025,toda,ley,5
2025,toda,sistema,5
2000,todas,digital,26
2000,todas,regiones,14
2000,todas,además,12
2000,todas,internet,12
2000,todas,red,12
2004,todas,digital,26
2004,todas,regiones,14
2004,todas,además,12
2004,todas,internet,12
2004,todas,red,12
2009,todas,digital,13
2009,todas,regiones,7
2009,todas,además,6
2009,todas,internet,6
2009,todas,red,6
2010,todas,digital,26
2010,todas,regiones,14
2010,todas,además,12
2010,todas,internet,12
2010,todas,red,12
2011,todas,digital,26
2011,todas,regiones,14
2011,todas,además,12
2011,todas,internet,12
2011,todas,red,12
2013,todas,digital,26
2013,todas,regiones,14
2013,todas,además,12
2013,todas,internet,12
2013,todas,red,12
2014,todas,digital,13
2014,todas,regiones,7
2014,todas,además,6
2014,todas,internet,6
2014,todas,red,6
2015,todas,digital,13
2015,todas,regiones,7
2015,todas,además,6
2015,todas,internet,6
2015,todas,red,6
2018,todas,digital,52
2018,todas,regiones,28
2018,todas,además,24
2018,todas,internet,24
2018,todas,red,24
2019,todas,digital,52
2019,todas,regiones,28
2019,todas,además,24
2019,todas,internet,24
2019,todas,red,24
2025,todas,digital,13
2025,todas,regiones,7
2025,todas,además,6
2025,todas,internet,6
2025,todas,red,6
2002,total,vamos,8
2002,total,sistema,6
2002,total,calidad,5
2002,total,desarrollo,5
2002,total,fuerzas,5
2009,total,vamos,8
2009,total,sistema,6
2009,total,calidad,5
2009,total,desarrollo,5
2009,total,fuerzas,5
2010,total,vamos,8
2010,total,sistema,6
2010,total,calidad,5
2010,total,desarrollo,5
2010,total,fuerzas,5
2013,total,vamos,8
2013,total,sistema,6
2013,total,calidad,5
2013,total,desarrollo,5
2013,total,fuerzas,5
2017,total,vamos,8
2017,total,sistema,6
2017,total,calidad,5
2017,total,desarrollo,5
2017,total,fuerzas,5
2018,total,vamos,16
2018,total,sistema,12
2018,total,calidad,10
2018,total,desarrollo,10
2018,total,fuerzas,10
2019,total,vamos,8
2019,total,sistema,6
2019,total,calidad,5
2019,total,desarrollo,5
2019,total,fuerzas,5
2000,trabajadores,innovación,12
2000,trabajadores,economía,8
2000,trabajadores,emprendimiento,8
2000,trabajadores,consumidores,7
2000,trabajadores,derechos,6
2002,trabajadores,innovación,12
2002,trabajadores,economía,8
2002,trabajadores,emprendimiento,8
2002,trabajadores,consumidores,7
2002,trabajadores,derechos,6
2009,trabajadores,innovación,12
2009,trabajadores,economía,8
2009,trabajadores,emprendimiento,8
2009,trabajadores,consumidores,7
2009,trabajadores,derechos,6
2011,trabajadores,innovación,12
2011,trabajadores,economía,8
2011,trabajadores,emprendimiento,8
2011,trabajadores,consumidores,7
2011,trabajadores,derechos,6
