año,token_principal,ngrama,freq_conjunta
2024,magallanes,fibra,10
2024,magallanes,óptica,10
2024,magallanes,austral,8
2024,magallanes,aysén,8
2005,mandato,desarrollo,5
2005,mandato,litio,4
2005,mandato,países,3
2005,mandato,producción,3
2005,mandato,agregado,2
2013,mandato,desarrollo,5
2013,mandato,litio,4
2013,mandato,países,3
2013,mandato,producción,3
2013,mandato,agregado,2
2022,mandato,desarrollo,5
2022,mandato,litio,4
2022,mandato,países,3
2022,mandato,producción,3
2022,mandato,agregado,2
2023,mandato,desarrollo,5
2023,mandato,litio,4
2023,mandato,países,3
2023,mandato,producción,3
2023,mandato,agregado,2
2024,mandato,desarrollo,10
2024,mandato,litio,8
2024,mandato,países,6
2024,mandato,producción,6
2024,mandato,agregado,4
2025,mandato,desarrollo,5
2025,mandato,litio,4
2025,mandato,países,3
2025,mandato,producción,3
2025,mandato,agregado,2
2000,manera,además,5
2000,manera,litio,5
2000,manera,nuevas,5
2000,manera,estaciones,4
2000,manera,producción,4
2006,manera,además,5
2006,manera,litio,5
2006,manera,nuevas,5
2006,manera,estaciones,4
2006,manera,producción,4
2007,manera,además,5
2007,manera,litio,5
2007,manera,nuevas,5
2007,manera,estaciones,4
2007,manera,producción,4
2008,manera,además,10
2008,manera,litio,10
2008,manera,nuevas,10
2008,manera,estaciones,8
2008,manera,producción,8
2009,manera,además,5
2009,manera,litio,5
2009,manera,nuevas,5
2009,manera,estaciones,4
2009,manera,producción,4
2010,manera,además,5
2010,manera,litio,5
2010,manera,nuevas,5
2010,manera,estaciones,4
2010,manera,producción,4
2012,manera,además,10
2012,manera,litio,10
2012,manera,nuevas,10
2012,manera,estaciones,8
2012,manera,producción,8
2014,manera,además,5
2014,manera,litio,5
2014,manera,nuevas,5
2014,manera,estaciones,4
2014,manera,producción,4
2015,manera,además,5
2015,manera,litio,5
2015,manera,nuevas,5
2015,manera,estaciones,4
2015,manera,producción,4
2020,manera,además,5
2020,manera,litio,5
2020,manera,nuevas,5
2020,manera,estaciones,4
2020,manera,producción,4
2022,manera,además,10
2022,manera,litio,10
2022,manera,nuevas,10
2022,manera,estaciones,8
2022,manera,producción,8
2024,manera,además,10
2024,manera,litio,10
2024,manera,nuevas,10
2024,manera,estaciones,8
2024,manera,producción,8
2025,manera,además,5
2025,manera,litio,5
2025,manera,nuevas,5
2025,manera,estaciones,4
2025,manera,producción,4
2001,mar,agua,3
2001,mar,capacidad,3
2001,mar,ejemplo,3
2001,mar,embalses,3
2001,mar,protegidas,3
2007,mar,agua,3
2007,mar,capacidad,3
2007,mar,ejemplo,3
2007,mar,embalses,3
2007,mar,protegidas,3
2012,mar,agua,6
2012,mar,capacidad,6
2012,mar,ejemplo,6
2012,mar,embalses,6
2012,mar,protegidas,6
2020,mar,agua,6
2020,mar,capacidad,6
2020,mar,ejemplo,6
2020,mar,embalses,6
2020,mar,protegidas,6
2025,mar,agua,3
2025,mar,capacidad,3
2025,mar,ejemplo,3
2025,mar,embalses,3
2025,mar,protegidas,3
1996,marcha,innovación,30
1996,marcha,además,24
1996,marcha,programa,24
1996,marcha,proyecto,21
1996,marcha,pusimos,21
2001,marcha,innovación,10
2001,marcha,además,8
2001,marcha,programa,8
2001,marcha,proyecto,7
2001,marcha,pusimos,7
2009,marcha,innovación,10
2009,marcha,además,8
2009,marcha,programa,8
2009,marcha,proyecto,7
2009,marcha,pusimos,7
2012,marcha,innovación,30
2012,marcha,además,24
2012,marcha,programa,24
2012,marcha,proyecto,21
2012,marcha,pusimos,21
2013,marcha,innovación,30
2013,marcha,además,24
2013,marcha,programa,24
2013,marcha,proyecto,21
2013,marcha,pusimos,21
2015,marcha,innovación,10
2015,marcha,además,8
2015,marcha,programa,8
2015,marcha,proyecto,7
2015,marcha,pusimos,7
2016,marcha,innovación,10
2016,marcha,además,8
2016,marcha,programa,8
2016,marcha,proyecto,7
2016,marcha,pusimos,7
2018,marcha,innovación,10
2018,marcha,además,8
2018,marcha,programa,8
2018,marcha,proyecto,7
2018,marcha,pusimos,7
2019,marcha,innovación,40
2019,marcha,además,32
2019,marcha,programa,32
2019,marcha,proyecto,28
2019,marcha,pusimos,28
2020,marcha,innovación,20
2020,marcha,además,16
2020,marcha,programa,16
2020,marcha,proyecto,14
2020,marcha,pusimos,14
2024,marcha,innovación,10
2024,marcha,además,8
2024,marcha,programa,8
2024,marcha,proyecto,7
2024,marcha,pusimos,7
2000,marco,digital,4
2000,marco,arauco,3
2000,marco,construcción,3
2000,marco,hacerlo,3
2000,marco,protección,3
2007,marco,digital,4
2007,marco,arauco,3
2007,marco,construcción,3
2007,marco,hacerlo,3
2007,marco,protección,3
2015,marco,digital,4
2015,marco,arauco,3
2015,marco,construcción,3
2015,marco,hacerlo,3
2015,marco,protección,3
2022,marco,digital,4
2022,marco,arauco,3
2022,marco,construcción,3
2022,marco,hacerlo,3
2022,marco,protección,3
2023,marco,digital,4
2023,marco,arauco,3
2023,marco,construcción,3
2023,marco,hacerlo,3
2023,marco,protección,3
2025,marco,digital,4
2025,marco,arauco,3
2025,marco,construcción,3
2025,marco,hacerlo,3
2025,marco,protección,3
1996,marzo,liceos,4
1996,marzo,acción,2
1996,marzo,agua,2
1996,marzo,alumnos,2
1996,marzo,cada,2
2008,marzo,liceos,4
2008,marzo,acción,2
2008,marzo,agua,2
2008,marzo,alumnos,2
2008,marzo,cada,2
2010,marzo,liceos,4
2010,marzo,acción,2
2010,marzo,agua,2
2010,marzo,alumnos,2
2010,marzo,cada,2
2011,marzo,liceos,4
2011,marzo,acción,2
2011,marzo,agua,2
2011,marzo,alumnos,2
2011,marzo,cada,2
2015,marzo,liceos,4
2015,marzo,acción,2
2015,marzo,agua,2
2015,marzo,alumnos,2
2015,marzo,cada,2
2017,marzo,liceos,4
2017,marzo,acción,2
2017,marzo,agua,2
2017,marzo,alumnos,2
2017,marzo,cada,2
2001,materia,digital,22
2001,materia,ley,17
2001,materia,tecnología,16
2001,materia,proyecto,14
2001,materia,innovación,13
2005,materia,digital,22
2005,materia,ley,17
2005,materia,tecnología,16
2005,materia,proyecto,14
2005,materia,innovación,13
2007,materia,digital,66
2007,materia,ley,51
2007,materia,tecnología,48
2007,materia,proyecto,42
2007,materia,innovación,39
2008,materia,digital,44
2008,materia,ley,34
2008,materia,tecnología,32
2008,materia,proyecto,28
2008,materia,innovación,26
2010,materia,digital,88
2010,materia,ley,68
2010,materia,tecnología,64
2010,materia,proyecto,56
2010,materia,innovación,52
2011,materia,digital,88
2011,materia,ley,68
2011,materia,tecnología,64
2011,materia,proyecto,56
2011,materia,innovación,52
2012,materia,digital,66
2012,materia,ley,51
2012,materia,tecnología,48
2012,materia,proyecto,42
2012,materia,innovación,39
2013,materia,digital,22
2013,materia,ley,17
2013,materia,tecnología,16
2013,materia,proyecto,14
2013,materia,innovación,13
2014,materia,digital,44
2014,materia,ley,34
2014,materia,tecnología,32
2014,materia,proyecto,28
2014,materia,innovación,26
2015,materia,digital,66
2015,materia,ley,51
2015,materia,tecnología,48
2015,materia,proyecto,42
2015,materia,innovación,39
2017,materia,digital,44
2017,materia,ley,34
2017,materia,tecnología,32
2017,materia,proyecto,28
2017,materia,innovación,26
2018,materia,digital,110
2018,materia,ley,85
2018,materia,tecnología,80
2018,materia,proyecto,70
2018,materia,innovación,65
2019,materia,digital,22
2019,materia,ley,17
2019,materia,tecnología,16
2019,materia,proyecto,14
2019,materia,innovación,13
2020,materia,digital,44
2020,materia,ley,34
2020,materia,tecnología,32
2020,materia,proyecto,28
2020,materia,innovación,26
2021,materia,digital,22
2021,materia,ley,17
2021,materia,tecnología,16
2021,materia,proyecto,14
2021,materia,innovación,13
2022,materia,digital,66
2022,materia,ley,51
2022,materia,tecnología,48
2022,materia,proyecto,42
2022,materia,innovación,39
2023,materia,digital,88
2023,materia,ley,68
2023,materia,tecnología,64
2023,materia,proyecto,56
2023,materia,innovación,52
2024,materia,digital,22
2024,materia,ley,17
2024,materia,tecnología,16
2024,materia,proyecto,14
2024,materia,innovación,13
2025,materia,digital,44
2025,materia,ley,34
2025,materia,tecnología,32
2025,materia,proyecto,28
2025,materia,innovación,26
2004,maule,regiones,6
2004,maule,bío,4
2004,maule,aysén,3
2004,maule,carnes,3
2004,maule,desarrollo,3
2007,maule,regiones,6
2007,maule,bío,4
2007,maule,aysén,3
2007,maule,carnes,3
2007,maule,desarrollo,3
2008,maule,regiones,6
2008,maule,bío,4
2008,maule,aysén,3
2008,maule,carnes,3
2008,maule,desarrollo,3
2012,maule,regiones,6
2012,maule,bío,4
2012,maule,aysén,3
2012,maule,carnes,3
2012,maule,desarrollo,3
2015,maule,regiones,6
2015,maule,bío,4
2015,maule,aysén,3
2015,maule,carnes,3
2015,maule,desarrollo,3
2002,mayores,pensiones,12
2002,mayores,asistenciales,6
2002,mayores,dos,6
2002,mayores,mayores,6
2002,mayores,mínimas,6
2004,mayores,pensiones,48
2004,mayores,asistenciales,24
2004,mayores,dos,24
2004,mayores,mayores,24
2004,mayores,mínimas,24
2011,mayores,pensiones,12
2011,mayores,asistenciales,6
2011,mayores,dos,6
2011,mayores,mayores,6
2011,mayores,mínimas,6
2023,mayores,pensiones,12
2023,mayores,asistenciales,6
2023,mayores,dos,6
2023,mayores,mayores,6
2023,mayores,mínimas,6
2024,mayores,pensiones,12
2024,mayores,asistenciales,6
2024,mayores,dos,6
2024,mayores,mayores,6
2024,mayores,mínimas,6
2025,mayores,pensiones,12
2025,mayores,asistenciales,6
2025,mayores,dos,6
2025,mayores,mayores,6
2025,mayores,mínimas,6
1996,media,enseñanza,7
1996,media,clase,4
1996,media,educación,4
1996,media,puedan,4
1996,media,internet,3
2000,media,enseñanza,14
2000,media,clase,8
2000,media,educación,8
2000,media,puedan,8
2000,media,internet,6
2006,media,enseñanza,7
2006,media,clase,4
2006,media,educación,4
2006,media,puedan,4
2006,media,internet,3
2009,media,enseñanza,7
2009,media,clase,4
2009,media,educación,4
2009,media,puedan,4
2009,media,internet,3
2011,media,enseñanza,7
2011,media,clase,4
2011,media,educación,4
2011,media,puedan,4
2011,media,internet,3
2019,media,enseñanza,7
2019,media,clase,4
2019,media,educación,4
2019,media,puedan,4
2019,media,internet,3
2023,media,enseñanza,7
2023,media,clase,4
2023,media,educación,4
2023,media,puedan,4
2023,media,internet,3
2006,medianos,pequeños,7
2006,medianos,empresarios,4
2006,medianos,región,4
2006,medianos,sistema,3
2006,medianos,tributario,3
2011,medianos,pequeños,7
2011,medianos,empresarios,4
2011,medianos,región,4
2011,medianos,sistema,3
2011,medianos,tributario,3
2018,medianos,pequeños,14
2018,medianos,empresarios,8
2018,medianos,región,8
2018,medianos,sistema,6
2018,medianos,tributario,6
2019,medianos,pequeños,7
2019,medianos,empresarios,4
2019,medianos,región,4
2019,medianos,sistema,3
2019,medianos,tributario,3
2023,medianos,pequeños,7
2023,medianos,empresarios,4
2023,medianos,región,4
2023,medianos,sistema,3
2023,medianos,tributario,3
2012,medicamentos,precios,21
2012,medicamentos,vamos,21
2012,medicamentos,medicamentos,18
2012,medicamentos,venta,18
2012,medicamentos,desarrollo,12
2018,medicamentos,precios,14
2018,medicamentos,vamos,14
2018,medicamentos,medicamentos,12
2018,medicamentos,venta,12
2018,medicamentos,desarrollo,8
2002,medida,medida,18
2002,medida,crecer,9
2002,medida,dinamismo,9
2002,medida,enfermedades,9
2002,medida,fondo,9
2009,medida,medida,6
2009,medida,crecer,3
2009,medida,dinamismo,3
2009,medida,enfermedades,3
2009,medida,fondo,3
2025,medida,medida,6
2025,medida,crecer,3
2025,medida,dinamismo,3
2025,medida,enfermedades,3
2025,medida,fondo,3
2001,medidas,vamos,8
2001,medidas,ley,6
2001,medidas,mejorar,6
2001,medidas,avanzar,5
2001,medidas,calidad,5
2007,medidas,vamos,8
2007,medidas,ley,6
2007,medidas,mejorar,6
2007,medidas,avanzar,5
2007,medidas,calidad,5
2013,medidas,vamos,8
2013,medidas,ley,6
2013,medidas,mejorar,6
2013,medidas,avanzar,5
2013,medidas,calidad,5
2015,medidas,vamos,16
2015,medidas,ley,12
2015,medidas,mejorar,12
2015,medidas,avanzar,10
2015,medidas,calidad,10
2016,medidas,vamos,8
2016,medidas,ley,6
2016,medidas,mejorar,6
2016,medidas,avanzar,5
2016,medidas,calidad,5
2017,medidas,vamos,8
2017,medidas,ley,6
2017,medidas,mejorar,6
2017,medidas,avanzar,5
2017,medidas,calidad,5
2018,medidas,vamos,16
2018,medidas,ley,12
2018,medidas,mejorar,12
2018,medidas,avanzar,10
2018,medidas,calidad,10
2020,medidas,vamos,8
2020,medidas,ley,6
2020,medidas,mejorar,6
2020,medidas,avanzar,5
2020,medidas,calidad,5
2023,medidas,vamos,8
2023,medidas,ley,6
2023,medidas,mejorar,6
2023,medidas,avanzar,5
2023,medidas,calidad,5
2024,medidas,vamos,24
2024,medidas,ley,18
2024,medidas,mejorar,18
2024,medidas,avanzar,15
2024,medidas,calidad,15
2000,medio,nuevas,18
2000,medio,ambiente,16
2000,medio,innovación,10
2000,medio,personas,10
2000,medio,educación,8
2004,medio,nuevas,9
2004,medio,ambiente,8
2004,medio,innovación,5
2004,medio,personas,5
2004,medio,educación,4
2009,medio,nuevas,9
2009,medio,ambiente,8
2009,medio,innovación,5
2009,medio,personas,5
2009,medio,educación,4
2011,medio,nuevas,9
2011,medio,ambiente,8
2011,medio,innovación,5
2011,medio,personas,5
2011,medio,educación,4
2012,medio,nuevas,27
2012,medio,ambiente,24
2012,medio,innovación,15
2012,medio,personas,15
2012,medio,educación,12
2013,medio,nuevas,9
2013,medio,ambiente,8
2013,medio,innovación,5
2013,medio,personas,5
2013,medio,educación,4
2016,medio,nuevas,18
2016,medio,ambiente,16
2016,medio,innovación,10
2016,medio,personas,10
2016,medio,educación,8
2023,medio,nuevas,9
2023,medio,ambiente,8
2023,medio,innovación,5
2023,medio,personas,5
2023,medio,educación,4
2025,medio,nuevas,18
2025,medio,ambiente,16
2025,medio,innovación,10
2025,medio,personas,10
2025,medio,educación,8
2000,mejoramiento,transporte,5
2000,mejoramiento,rurales,4
2000,mejoramiento,sectores,4
2000,mejoramiento,urbanos,4
2000,mejoramiento,caminos,3
2007,mejoramiento,transporte,10
2007,mejoramiento,rurales,8
2007,mejoramiento,sectores,8
2007,mejoramiento,urbanos,8
2007,mejoramiento,caminos,6
2008,mejoramiento,transporte,5
2008,mejoramiento,rurales,4
2008,mejoramiento,sectores,4
2008,mejoramiento,urbanos,4
2008,mejoramiento,caminos,3
2009,mejoramiento,transporte,5
2009,mejoramiento,rurales,4
2009,mejoramiento,sectores,4
2009,mejoramiento,urbanos,4
2009,mejoramiento,caminos,3
2016,mejoramiento,transporte,5
2016,mejoramiento,rurales,4
2016,mejoramiento,sectores,4
2016,mejoramiento,urbanos,4
2016,mejoramiento,caminos,3
2020,mejoramiento,transporte,5
2020,mejoramiento,rurales,4
2020,mejoramiento,sectores,4
2020,mejoramiento,urbanos,4
2020,mejoramiento,caminos,3
2022,mejoramiento,transporte,5
2022,mejoramiento,rurales,4
2022,mejoramiento,sectores,4
2022,mejoramiento,urbanos,4
2022,mejoramiento,caminos,3
2010,mejorando,calidad,4
2010,mejorando,educación,4
2010,mejorando,innovación,3
2010,mejorando,desarrollo,2
2010,mejorando,empleo,2
2013,mejorando,calidad,4
2013,mejorando,educación,4
2013,mejorando,innovación,3
2013,mejorando,desarrollo,2
2013,mejorando,empleo,2
2018,mejorando,calidad,8
2018,mejorando,educación,8
2018,mejorando,innovación,6
2018,mejorando,desarrollo,4
2018,mejorando,empleo,4
2022,mejorando,calidad,4
2022,mejorando,educación,4
2022,mejorando,innovación,3
2022,mejorando,desarrollo,2
2022,mejorando,empleo,2
2025,mejorando,calidad,4
2025,mejorando,educación,4
2025,mejorando,innovación,3
2025,mejorando,desarrollo,2
2025,mejorando,empleo,2
1996,mejorar,vamos,39
1996,mejorar,calidad,34
1996,mejorar,mejorar,26
1996,mejorar,fuerzas,21
1996,mejorar,ciudadanos,19
2000,mejorar,vamos,39
2000,mejorar,calidad,34
2000,mejorar,mejorar,26
2000,mejorar,fuerzas,21
2000,mejorar,ciudadanos,19
2006,mejorar,vamos,117
2006,mejorar,calidad,102
2006,mejorar,mejorar,78
2006,mejorar,fuerzas,63
2006,mejorar,ciudadanos,57
2007,mejorar,vamos,39
2007,mejorar,calidad,34
2007,mejorar,mejorar,26
2007,mejorar,fuerzas,21
2007,mejorar,ciudadanos,19
2010,mejorar,vamos,39
2010,mejorar,calidad,34
2010,mejorar,mejorar,26
2010,mejorar,fuerzas,21
2010,mejorar,ciudadanos,19
2011,mejorar,vamos,117
2011,mejorar,calidad,102
2011,mejorar,mejorar,78
2011,mejorar,fuerzas,63
2011,mejorar,ciudadanos,57
2015,mejorar,vamos,234
2015,mejorar,calidad,204
2015,mejorar,mejorar,156
2015,mejorar,fuerzas,126
2015,mejorar,ciudadanos,114
2016,mejorar,vamos,39
2016,mejorar,calidad,34
2016,mejorar,mejorar,26
2016,mejorar,fuerzas,21
2016,mejorar,ciudadanos,19
2017,mejorar,vamos,39
2017,mejorar,calidad,34
2017,mejorar,mejorar,26
2017,mejorar,fuerzas,21
2017,mejorar,ciudadanos,19
2018,mejorar,vamos,507
2018,mejorar,calidad,442
2018,mejorar,mejorar,338
2018,mejorar,fuerzas,273
2018,mejorar,ciudadanos,247
2019,mejorar,vamos,39
2019,mejorar,calidad,34
2019,mejorar,mejorar,26
2019,mejorar,fuerzas,21
2019,mejorar,ciudadanos,19
2020,mejorar,vamos,78
2020,mejorar,calidad,68
2020,mejorar,mejorar,52
2020,mejorar,fuerzas,42
2020,mejorar,ciudadanos,38
2022,mejorar,vamos,39
2022,mejorar,calidad,34
2022,mejorar,mejorar,26
2022,mejorar,fuerzas,21
2022,mejorar,ciudadanos,19
2023,mejorar,vamos,39
2023,mejorar,calidad,34
2023,mejorar,mejorar,26
2023,mejorar,fuerzas,21
2023,mejorar,ciudadanos,19
1996,mejores,innovación,17
1996,mejores,vamos,11
1996,mejores,condiciones,8
1996,mejores,economía,8
1996,mejores,emprendimiento,8
2007,mejores,innovación,17
2007,mejores,vamos,11
2007,mejores,condiciones,8
2007,mejores,economía,8
2007,mejores,emprendimiento,8
2008,mejores,innovación,17
2008,mejores,vamos,11
2008,mejores,condiciones,8
2008,mejores,economía,8
2008,mejores,emprendimiento,8
2009,mejores,innovación,17
2009,mejores,vamos,11
2009,mejores,condiciones,8
2009,mejores,economía,8
2009,mejores,emprendimiento,8
2010,mejores,innovación,51
2010,mejores,vamos,33
2010,mejores,condiciones,24
2010,mejores,economía,24
2010,mejores,emprendimiento,24
2011,mejores,innovación,17
2011,mejores,vamos,11
2011,mejores,condiciones,8
2011,mejores,economía,8
2011,mejores,emprendimiento,8
2012,mejores,innovación,34
2012,mejores,vamos,22
2012,mejores,condiciones,16
2012,mejores,economía,16
2012,mejores,emprendimiento,16
2014,mejores,innovación,17
2014,mejores,vamos,11
2014,mejores,condiciones,8
2014,mejores,economía,8
2014,mejores,emprendimiento,8
2017,mejores,innovación,17
2017,mejores,vamos,11
2017,mejores,condiciones,8
2017,mejores,economía,8
2017,mejores,emprendimiento,8
2018,mejores,innovación,68
2018,mejores,vamos,44
2018,mejores,condiciones,32
2018,mejores,economía,32
2018,mejores,emprendimiento,32
2021,mejores,innovación,17
2021,mejores,vamos,11
2021,mejores,condiciones,8
2021,mejores,economía,8
2021,mejores,emprendimiento,8
2024,mejores,innovación,17
2024,mejores,vamos,11
2024,mejores,condiciones,8
2024,mejores,economía,8
2024,mejores,emprendimiento,8
2025,mejores,innovación,85
2025,mejores,vamos,55
2025,mejores,condiciones,40
2025,mejores,economía,40
2025,mejores,emprendimiento,40
2009,menores,delitos,3
2009,menores,sistema,3
2009,menores,virus,3
2009,menores,además,2
2009,menores,condenados,2
2010,menores,delitos,3
2010,menores,sistema,3
2010,menores,virus,3
2010,menores,además,2
2010,menores,condenados,2
2012,menores,delitos,3
2012,menores,sistema,3
