source,target,peso
digital,xxi,7
dos,nuevas,7
década,litio,7
días,ley,7
economía,ello,7
económico,vamos,7
educación,formación,7
educación,infraestructura,7
educación,innovación,7
educación,niños,7
educación,superior,7
educación,sólo,7
educación,través,7
eficacia,públicos,7
eficacia,respeto,7
eficiencia,energética,7
ejemplo,protección,7
ejemplo,vamos,7
ello,mejorar,7
ello,nuevas,7
ello,nuevos,7
ello,recursos,7
ello,servicio,7
ello,vida,7
embalses,estrategia,7
embalses,obras,7
emprendedores,innovación,7
emprendimiento,nueva,7
emprendimiento,nuevas,7
emprendimiento,oportunidades,7
emprendimiento,pymes,7
empresas,investigación,7
empresas,recursos,7
energía,haciendo,7
energía,proyecto,7
enlaces,profesores,7
enseñanza,media,7
equipamiento,tecnología,7
escuelas,través,7
esfuerzo,especial,7
esfuerzo,innovación,7
esfuerzo,mundo,7
especial,fortalecer,7
especialmente,tecnologías,7
especialmente,través,7
estaciones,red,7
estrategia,producción,7
estrategia,regiones,7
estudiantes,número,7
estudiantes,profesores,7
extender,nueva,7
familias,vamos,7
fibra,williams,7
financiamiento,sistema,7
fondo,vamos,7
fortalecer,servicios,7
fuerza,ley,7
fuerza,sistema,7
fuerza,sociedad,7
fuerza,vida,7
fuerzas,política,7
fuerzas,proteger,7
fuerzas,proyecto,7
fundamental,través,7
fundamental,vamos,7
futuro,ley,7
futuro,materia,7
generación,materia,7
generación,recursos,7
gobiernos,mundo,7
grandes,vamos,7
gratuito,internet,7
haber,litio,7
hacerlo,mejorar,7
hacia,mejorar,7
hacia,norte,7
hacia,nuevo,7
hacia,proyecto,7
hacia,sur,7
hecho,través,7
humano,mejorar,7
humanos,vamos,7
implementación,sistema,7
impuestos,internet,7
impulsar,ley,7
impulsar,promover,7
impulsar,vida,7
impulso,innovación,7
incorporar,vamos,7
industria,vamos,7
información,revolución,7
infraestructura,recursos,7
infraestructura,tecnología,7
innovación,mercado,7
innovación,mundo,7
innovación,pasado,7
innovación,potenciar,7
innovación,proyectos,7
innovación,pública,7
innovación,regiones,7
innovación,social,7
innovación,trabajo,7
innovación,transformación,7
innovación,universidades,7
intereses,vida,7
internet,revolución,7
internet,servicios,7
inversiones,través,7
inversión,mejorar,7
inversión,nuevo,7
inversión,proyectos,7
inversión,pública,7
inversión,rural,7
inversión,servicio,7
inversión,vamos,7
ley,muchas,7
ley,necesidades,7
ley,permitirá,7
ley,plataforma,7
ley,probidad,7
ley,protección,7
ley,proteger,7
ley,puedan,7
ley,trámites,7
libertad,sociedad,7
libre,vamos,7
lugar,públicos,7
lugar,trámites,7
línea,línea,7
líneas,santiago,7
marcha,proyecto,7
marcha,pusimos,7
marcha,través,7
materia,norte,7
materia,plataforma,7
materia,política,7
materia,sur,7
materia,sólo,7
materia,vida,7
medianos,pequeños,7
medicamentos,precios,7
medicamentos,vamos,7
mejorar,permitirá,7
mejorar,potenciar,7
mejorar,promover,7
mejorar,puerto,7
mejorar,recursos,7
mejorar,seguir,7
mejorar,servicio,7
mejorar,transparencia,7
mejorar,trámites,7
modernizar,puedan,7
modernizar,públicos,7
montt,nuevo,7
montt,unirá,7
muchas,sistema,7
mundo,naturaleza,7
mundo,público,7
mundo,servicio,7
mundo,tan,7
naturaleza,nuevo,7
nueva,públicos,7
nueva,red,7
nueva,servicios,7
nueva,tecnología,7
nuevas,recursos,7
nuevas,sistema,7
nuevo,promover,7
nuevo,ruta,7
obras,regiones,7
parques,promover,7
parques,vida,7
pasado,vamos,7
países,producto,7
países,tecnológica,7
permita,proyecto,7
permitir,tecnología,7
permitirá,transparencia,7
personas,tecnologías,7
personas,tiempo,7
pesos,programas,7
plataforma,proyecto,7
pleno,vamos,7
podemos,sociedad,7
podemos,vamos,7
política,sistema,7
política,vamos,7
primaria,salud,7
primer,servicios,7
primer,sistema,7
probidad,siglo,7
programa,pusimos,7
programa,públicos,7
programa,tres,7
programa,trámites,7
promover,servicios,7
protección,social,7
protección,vida,7
proyecto,proyecto,7
puerto,regiones,7
pymes,pymes,7
públicos,regiones,7
públicos,través,7
recursos,vamos,7
reforma,reforma,7
regionales,vamos,7
regiones,todas,7
región,regiones,7
región,región,7
región,sistema,7
región,tecnologías,7
región,vamos,7
respecto,través,7
revolución,revolución,7
revolución,tecnología,7
revolución,tecnologías,7
rural,vida,7
ruta,través,7
salud,través,7
san,santiago,7
santiago,transporte,7
santiago,trenes,7
seguro,vamos,7
servicio,siglo,7
servicio,sistema,7
servicio,transparencia,7
servicios,tecnologías,7
servicios,través,7
sino,solamente,7
sino,vida,7
sistema,única,7
tecnología,universidades,7
teléfonos,vamos,7
través,vida,7
trámites,vida,7
vamos,van,7
vamos,vecinos,7
vamos,vivir,7
áreas,servicio,7
óptica,williams,7
acceso,acceso,6
acceso,agricultura,6
acceso,bienes,6
acceso,comunales,6
acceso,derechos,6
acceso,dos,6
acceso,días,6
acceso,enlaces,6
acceso,gobiernos,6
acceso,impulsar,6
acceso,mercados,6
acceso,nuevas,6
acceso,oportunidad,6
acceso,regionales,6
acceso,servicio,6
acceso,zonas,6
acción,artificial,6
actual,avanzar,6
actual,digital,6
actual,eficacia,6
actual,modernizar,6
actual,nueva,6
actual,protección,6
actual,red,6
actual,transparencia,6
adelante,calidad,6
adelante,sistema,6
adelante,través,6
adelante,vamos,6
además,aeropuertos,6
además,ampliación,6
además,aumentar,6
además,avanzando,6
además,avanzar,6
además,capacidad,6
además,consejo,6
además,creado,6
además,cultura,6
además,deporte,6
además,deportistas,6
además,especial,6
además,exige,6
además,grandes,6
además,litio,6
además,metro,6
además,ministerio,6
además,modernización,6
además,nueva,6
además,nuevo,6
además,nuevos,6
además,personas,6
además,plan,6
además,plataforma,6
además,pone,6
además,precios,6
además,probidad,6
además,proyectos,6
además,pymes,6
además,recursos,6
además,san,6
además,sistema,6
además,social,6
además,sólo,6
además,todas,6
además,través,6
aeropuertos,ampliar,6
aeropuertos,ciudadanos,6
aeropuertos,congreso,6
aeropuertos,infraestructura,6
aeropuertos,ley,6
aeropuertos,materia,6
aeropuertos,proyecto,6
aeropuertos,rostro,6
aeropuertos,siglo,6
aeropuertos,transparencia,6
agencia,civil,6
agencia,fuerzas,6
agencia,sistema,6
agencia,vamos,6
agenda,ampliar,6
agenda,creación,6
agenda,ello,6
agenda,mejorar,6
agenda,mejores,6
agenda,mundo,6
agenda,permitirá,6
agenda,puerto,6
agenda,rostro,6
agenda,vamos,6
agricultores,comunales,6
agricultores,gobiernos,6
agricultores,nuevo,6
agricultores,regionales,6
agricultores,sistema,6
agricultores,través,6
agricultura,comunales,6
agricultura,gobiernos,6
agricultura,innovación,6
agricultura,nuevo,6
agricultura,regionales,6
agricultura,sistema,6
agricultura,través,6
agricultura,vamos,6
agua,aumentar,6
agua,regiones,6
aguas,aumentar,6
aguas,infraestructura,6
aguas,plan,6
aguas,recursos,6
aguas,riego,6
ahora,economía,6
ahora,energía,6
ahora,pymes,6
allí,personas,6
ambiental,protección,6
ambiental,vamos,6
ampliación,digital,6
ampliar,consejo,6
ampliar,datos,6
ampliar,ello,6
ampliar,exige,6
ampliar,futuro,6
ampliar,mejorar,6
ampliar,permitirá,6
ampliar,plataforma,6
ampliar,pone,6
ampliar,probidad,6
ampliar,puerto,6
ampliar,público,6
ampliar,servicio,6
ampliar,sociedad,6
apoyar,desarrollo,6
apoyo,innovación,6
apoyo,programas,6
aquellos,vamos,6
araucanía,regiones,6
arauco,carretera,6
argentina,calidad,6
argentina,mejorar,6
arica,mundo,6
arica,puerto,6
armadas,armadas,6
armadas,política,6
armadas,proteger,6
armadas,proyecto,6
artificial,laboral,6
asegurar,comunales,6
asegurar,gobiernos,6
asegurar,nuevo,6
asegurar,regionales,6
asegurar,sistema,6
asegurar,través,6
asia,cable,6
atención,calidad,6
atención,exámenes,6
atención,nuevo,6
atención,personas,6
aumentar,ello,6
austral,carretera,6
austral,desarrollo,6
austral,través,6
avanzados,desarrollo,6
avanzando,proyecto,6
avanzando,tecnología,6
avanzar,ciencia,6
avanzar,ciudadanos,6
avanzar,civil,6
avanzar,comunales,6
avanzar,cultura,6
avanzar,defensa,6
avanzar,deporte,6
avanzar,deportistas,6
avanzar,eficacia,6
avanzar,establecer,6
avanzar,gobiernos,6
avanzar,impulsar,6
avanzar,intereses,6
avanzar,naturaleza,6
avanzar,precios,6
avanzar,red,6
avanzar,regionales,6
avanzar,ruta,6
avanzar,seguir,6
avanzar,servicios,6
avanzar,tecnología,6
avanzaremos,digital,6
bienes,cultura,6
bienes,deporte,6
bienes,deportistas,6
bienes,especial,6
bienes,precios,6
bienes,promover,6
buses,buses,6
buses,tecnología,6
bío,embalses,6
bío,regiones,6
bío,región,6
cable,mundo,6
cada,eficacia,6
cada,especialmente,6
cada,internet,6
cada,liceos,6
cada,muchas,6
cada,nueva,6
cada,proyecto,6
cada,red,6
cada,regiones,6
calidad,cobertura,6
calidad,derechos,6
calidad,eficaces,6
calidad,especialmente,6
calidad,historia,6
calidad,humano,6
calidad,infraestructura,6
calidad,naturales,6
calidad,necesidades,6
calidad,permita,6
calidad,primer,6
calidad,proteger,6
calidad,público,6
calidad,salto,6
calidad,tan,6
calidad,vecinos,6
cambio,digital,6
campo,deportistas,6
campo,familias,6
campo,fortalecer,6
campo,mundo,6
campo,precios,6
campo,rural,6
campo,sino,6
campo,sistema,6
capacidad,ciudadanos,6
capacidad,digital,6
capacidad,sistema,6
capacidad,sociedad,6
capacidad,tecnología,6
capacidad,tiempos,6
capacitación,estudios,6
carretera,construcción,6
carretera,días,6
casi,energía,6
centro,investigación,6
centros,digital,6
centros,investigación,6
cerca,comunales,6
cerca,gobiernos,6
cerca,nuevo,6
cerca,regionales,6
cerca,rural,6
ciencia,crecimiento,6
ciencia,digital,6
ciencia,futuro,6
ciencia,proyecto,6
ciencia,público,6
ciencia,región,6
ciencia,revolución,6
ciudadanos,ciudadanos,6
ciudadanos,consejo,6
ciudadanos,datos,6
ciudadanos,defensa,6
ciudadanos,dentro,6
ciudadanos,establecer,6
ciudadanos,exige,6
ciudadanos,extender,6
ciudadanos,fuerza,6
ciudadanos,futuro,6
ciudadanos,hacia,6
ciudadanos,humano,6
ciudadanos,impulsar,6
ciudadanos,innovación,6
ciudadanos,intereses,6
ciudadanos,naturales,6
ciudadanos,nuevo,6
ciudadanos,parques,6
ciudadanos,permita,6
ciudadanos,pone,6
ciudadanos,probidad,6
ciudadanos,protección,6
ciudadanos,puerto,6
ciudadanos,regiones,6
ciudadanos,respeto,6
ciudadanos,sino,6
ciudadanos,solamente,6
ciudadanos,tiempos,6
civil,crea,6
civil,defensa,6
civil,extender,6
civil,fuerza,6
civil,intereses,6
civil,muchas,6
civil,parques,6
civil,públicos,6
civil,respeto,6
civil,tiempos,6
clave,innovación,6
cobre,vamos,6
comercio,vamos,6
competitividad,vamos,6
competitivo,desarrollo,6
compras,internet,6
compras,públicas,6
compromiso,comunales,6
compromiso,gobiernos,6
compromiso,mundo,6
compromiso,nuevo,6
compromiso,sistema,6
computadores,conectados,6
computadores,programa,6
computadores,través,6
comunales,comunidad,6
comunales,concesiones,6
comunales,constituye,6
comunales,fundamental,6
comunales,hecho,6
comunales,información,6
comunales,inversión,6
comunales,montt,6
comunales,mundo,6
comunales,naturaleza,6
comunales,promover,6
comunales,puerto,6
comunales,rural,6
comunales,ruta,6
comunales,sino,6
comunales,solamente,6
comunales,vamos,6
comunas,gratuito,6
comunas,metro,6
comunas,público,6
comunas,santiago,6
comunidad,gobiernos,6
comunidad,nuevo,6
comunidad,regionales,6
comunidad,través,6
concepción,digital,6
concesiones,gobiernos,6
concesiones,nuevo,6
concesiones,regionales,6
concesiones,través,6
conectados,red,6
conectividad,desarrollo,6
conectividad,mejorar,6
conectividad,puerto,6
congreso,datos,6
congreso,exige,6
congreso,fundamental,6
congreso,futuro,6
congreso,ministerio,6
congreso,montt,6
congreso,plataforma,6
congreso,pone,6
congreso,público,6
congreso,sólo,6
congreso,vida,6
congreso,única,6
conocimiento,recursos,6
conocimiento,tecnológica,6
consejo,materia,6
consejo,rostro,6
consejo,siglo,6
constituye,gobiernos,6
constituye,mundo,6
constituye,regionales,6
constituye,sistema,6
construcción,digital,6
construcción,metro,6
construcción,obras,6
construir,fibra,6
construir,óptica,6
consumidores,innovación,6
contar,van,6
continente,fibra,6
continente,sociedad,6
continente,óptica,6
continuar,digital,6
control,fuerzas,6
control,vamos,6
costo,innovación,6
costo,pymes,6
crea,fuerzas,6
crea,proyecto,6
crea,sistema,6
crea,vamos,6
creación,digital,6
creado,digital,6
creamos,ley,6
creando,desarrollo,6
creando,sistema,6
crear,ley,6
crear,mejores,6
crear,oportunidades,6
crear,pymes,6
crearemos,innovación,6
creatividad,emprendimiento,6
creatividad,libertad,6
crecer,empleos,6
crecimiento,desarrollo,6
crecimiento,tecnología,6
crédito,innovación,6
cuatro,vamos,6
cuenta,innovación,6
cultura,impulsar,6
cultura,innovación,6
cultura,ley,6
cultura,plan,6
cultura,proyecto,6
cultura,sino,6
cultura,vivir,6
datos,materia,6
datos,rostro,6
datos,siglo,6
datos,transparencia,6
debe,inteligencia,6
debemos,energía,6
debemos,innovación,6
deben,digital,6
defensa,eficacia,6
defensa,política,6
defensa,sistema,6
dentro,mundo,6
deporte,fortalecer,6
deporte,impulsar,6
deporte,oportunidad,6
deporte,plan,6
deporte,servicios,6
deportistas,fortalecer,6
deportistas,impulsar,6
deportistas,oportunidad,6
deportistas,plan,6
deportistas,servicios,6
derechos,eficacia,6
derechos,mejorar,6
derechos,mundo,6
derechos,promover,6
derechos,protección,6
derechos,trabajadores,6
desafío,tecnología,6
desarrollo,dos,6
desarrollo,economía,6
desarrollo,energía,6
desarrollo,fibra,6
desarrollo,fuerza,6
desarrollo,humanos,6
desarrollo,materia,6
desarrollo,mejorar,6
desarrollo,mejores,6
desarrollo,meta,6
desarrollo,pleno,6
desarrollo,producto,6
desarrollo,programas,6
desarrollo,pública,6
desarrollo,queremos,6
desarrollo,superior,6
desarrollo,tecnológica,6
desarrollo,toda,6
desarrollo,trabajadores,6
desarrollo,turismo,6
desarrollo,universidades,6
desarrollo,óptica,6
digital,economía,6
digital,educación,6
digital,empresas,6
digital,enfrentar,6
digital,fortalecer,6
digital,hará,6
digital,hogares,6
digital,implementar,6
digital,investigación,6
digital,iquique,6
digital,lograr,6
digital,marcha,6
digital,modernización,6
digital,norte,6
digital,países,6
digital,procesos,6
digital,programa,6
digital,promover,6
digital,realizar,6
digital,responsabilidad,6
digital,santiago,6
digital,sector,6
digital,sur,6
digital,tan,6
digital,televisión,6
distancia,larga,6
distintas,vamos,6
dos,mayores,6
dólares,internet,6
dólares,inversión,6
economía,economía,6
economía,social,6
economía,tres,6
economía,vida,6
educacionales,establecimientos,6
educación,estudiantes,6
educación,fortalecer,6
educación,garantizar,6
educación,libertad,6
educación,ministerio,6
educación,personas,6
educación,públicos,6
eficaces,vamos,6
eficacia,extender,6
eficacia,fuerza,6
eficacia,intereses,6
eficacia,muchas,6
eficacia,nueva,6
eficacia,parques,6
eficacia,proteger,6
eficacia,red,6
eficacia,tiempos,6
ejemplo,haciendo,6
ejemplo,innovación,6
ejemplo,tecnología,6
ello,energía,6
ello,junto,6
ello,marcha,6
ello,nuevo,6
ello,permita,6
ello,permitirá,6
ello,productividad,6
ello,público,6
ello,rostro,6
ello,siglo,6
ello,sólo,6
ello,transparencia,6
eléctrica,generación,6
embalses,inversiones,6
embalses,plan,6
embalses,riego,6
empleos,mejores,6
emprendedores,pymes,6
emprender,innovar,6
emprendimiento,libertad,6
emprendimientos,nuevos,6
empresas,países,6
energía,fuentes,6
energía,norte,6
energía,proyectos,6
enfermedades,enfermedades,6
enfrentar,modernizar,6
enviaremos,proyecto,6
equipamiento,nuevos,6
escuelas,información,6
escuelas,programa,6
escuelas,tecnologías,6
especial,oportunidad,6
especial,parques,6
especial,red,6
especial,través,6
especial,vida,6
especiales,vamos,6
esperamos,vamos,6
establecer,promover,6
establecer,sistema,6
establecimientos,red,6
estaciones,estaciones,6
estaciones,líneas,6
estudiantes,internet,6
estudiantes,mejorar,6
estudiantes,tecnología,6
estudios,tecnologías,6
exige,ley,6
exige,materia,6
exige,proyecto,6
exige,rostro,6
exige,siglo,6
exige,transparencia,6
extender,línea,6
extender,sistema,6
extender,vida,6
familias,familias,6
familias,libertad,6
fibra,mundo,6
fibra,red,6
fin,sistema,6
fomentar,fuerzas,6
fomentar,innovación,6
fomentar,vamos,6
fortalecer,fuerza,6
fortalecer,mejorar,6
fortalecer,precios,6
fortalecer,proyecto,6
fortalecer,sino,6
fortalecer,través,6
fuerza,podemos,6
fuerza,revolución,6
fuerzas,naturaleza,6
fuerzas,permita,6
fuerzas,prevención,6
fuerzas,primer,6
fundamental,gobiernos,6
fundamental,proyecto,6
fundamental,puerto,6
fundamental,regionales,6
fundamental,sistema,6
futuro,investigación,6
futuro,proyecto,6
futuro,rostro,6
futuro,siglo,6
futuro,transparencia,6
futuro,vida,6
gasto,investigación,6
gasto,mejorar,6
gasto,público,6
gasto,vamos,6
generación,política,6
generar,innovación,6
gobiernos,hecho,6
gobiernos,información,6
gobiernos,inversiones,6
gobiernos,inversión,6
gobiernos,montt,6
gobiernos,naturaleza,6
gobiernos,promover,6
gobiernos,puerto,6
gobiernos,rural,6
gobiernos,ruta,6
gobiernos,sino,6
gobiernos,solamente,6
gobiernos,vamos,6
grandes,oportunidades,6
hace,ley,6
hacerlo,vamos,6
hacia,impulsar,6
hacia,línea,6
hacia,metro,6
hacia,promover,6
hacia,sino,6
hacia,través,6
hacia,vida,6
hará,ley,6
hecho,mundo,6
hecho,nuevo,6
hecho,regionales,6
hecho,sistema,6
hogar,lugar,6
hogar,personas,6
hogar,trabajo,6
hogares,internet,6
hospital,salud,6
humanos,recursos,6
imaginación,libertad,6
implementación,vamos,6
importantes,regiones,6
impuesto,nuevas,6
impuesto,pymes,6
impulsar,precios,6
impulsar,proyecto,6
impulsar,sistema,6
incluyendo,vamos,6
industria,salares,6
información,programa,6
información,promover,6
información,regionales,6
infraestructura,materia,6
infraestructura,través,6
iniciamos,vamos,6
iniciativas,vamos,6
innovación,libertad,6
innovación,modernización,6
innovación,necesitamos,6
innovación,nuevo,6
innovación,pensiones,6
innovación,personas,6
innovación,privada,6
innovación,puesto,6
innovación,región,6
innovación,salarios,6
innovación,sociedad,6
innovación,transferencia,6
innovación,tres,6
innovación,tributario,6
innovación,vamos,6
innovación,vida,6
inteligencia,laboral,6
inteligencia,nuevas,6
inteligencia,países,6
intereses,ley,6
intereses,sistema,6
internet,materia,6
internet,nueva,6
internet,países,6
internet,pequeñas,6
internet,profesores,6
internet,públicas,6
internet,rurales,6
internet,santiago,6
internet,telecomunicaciones,6
internet,todas,6
